x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-93.24000E-03,,,,
-93.21396E-03,,,,
-93.18792E-03,,,,
-93.16188E-03,,,,
-93.13583E-03,+2.84986988E+00,+4.92950437E+00,+4.89140759E+00,+103.86753E-03
-93.10979E-03,+2.85112616E+00,+4.92966141E+00,+4.89156462E+00,+102.61125E-03
-93.08375E-03,+2.85247415E+00,+4.92972673E+00,+4.89153824E+00,+102.18035E-03
-93.05771E-03,+2.85443772E+00,+4.92963502E+00,+4.89156462E+00,+102.24567E-03
-93.03167E-03,+2.85541762E+00,+4.92956970E+00,+4.89245533E+00,+102.15396E-03
-93.00563E-03,+2.85615129E+00,+4.92956970E+00,+4.89240131E+00,+102.91401E-03
-92.97958E-03,+2.85768270E+00,+4.92956970E+00,+4.89194402E+00,+103.50195E-03
-92.95354E-03,+2.85885983E+00,+4.92956970E+00,+4.89194402E+00,+103.50195E-03
-92.92750E-03,+2.86037868E+00,+4.92883603E+00,+4.89148548E+00,+103.50195E-03
-92.90146E-03,+2.86150305E+00,+4.92904708E+00,+4.89106713E+00,+102.76829E-03
-92.87542E-03,+2.86270782E+00,+4.92966141E+00,+4.89127693E+00,+102.24567E-03
-92.84937E-03,+2.86388496E+00,+4.92890136E+00,+4.89156462E+00,+102.24567E-03
-92.82333E-03,+2.86549551E+00,+4.92913879E+00,+4.89153824E+00,+102.97934E-03
-92.79729E-03,+2.86696033E+00,+4.92890136E+00,+4.89156462E+00,+103.50195E-03
-92.77125E-03,+2.86845280E+00,+4.92904708E+00,+4.89144653E+00,+103.41025E-03
-92.74521E-03,+2.86969526E+00,+4.92956970E+00,+4.89168271E+00,+102.70296E-03
-92.71917E-03,+2.87103069E+00,+4.92892774E+00,+4.89148548E+00,+102.97934E-03
-92.69312E-03,+2.87284978E+00,+4.92874558E+00,+4.89097543E+00,+102.76829E-03
-92.66708E-03,+2.87390883E+00,+4.92940010E+00,+4.89194528E+00,+102.24567E-03
-92.64104E-03,+2.87529702E+00,+4.92963502E+00,+4.89272920E+00,+102.24567E-03
-92.61500E-03,+2.87651310E+00,+4.92956970E+00,+4.89272920E+00,+102.24567E-03
-92.58896E-03,+2.87796662E+00,+4.92966141E+00,+4.89245407E+00,+102.24567E-03
-92.56292E-03,+2.87899928E+00,+4.92972673E+00,+4.89225809E+00,+102.24567E-03
-92.53687E-03,+2.87986360E+00,+4.92972673E+00,+4.89189126E+00,+101.87884E-03
-92.51083E-03,+2.88121159E+00,+4.92972673E+00,+4.89162995E+00,+101.98437E-03
-92.48479E-03,+2.88299174E+00,+4.92963502E+00,+4.89162995E+00,+102.24567E-03
-92.45875E-03,+2.88484978E+00,+4.92966141E+00,+4.89144653E+00,+102.15396E-03
-92.43271E-03,+2.88566008E+00,+4.92972673E+00,+4.89140759E+00,+102.18035E-03
-92.40667E-03,+2.88636737E+00,+4.92972673E+00,+4.89248171E+00,+102.24567E-03
-92.38062E-03,+2.88820028E+00,+4.92954332E+00,+4.89310859E+00,+102.24567E-03
-92.35458E-03,+2.89000556E+00,+4.92932095E+00,+4.89249301E+00,+102.24567E-03
-92.32854E-03,+2.89123546E+00,+4.92907221E+00,+4.89136739E+00,+102.24567E-03
-92.30250E-03,+2.89178445E+00,+4.92995035E+00,+4.89157844E+00,+102.42909E-03
-92.27646E-03,+2.89313370E+00,+4.93011869E+00,+4.89164251E+00,+102.37633E-03
-92.25042E-03,+2.89441511E+00,+4.92972673E+00,+4.89104075E+00,+102.15396E-03
-92.22437E-03,+2.89586863E+00,+4.92935990E+00,+4.89102819E+00,+102.18035E-03
-92.19833E-03,+2.89791008E+00,+4.92836492E+00,+4.89097543E+00,+102.06226E-03
-92.17229E-03,+2.89912616E+00,+4.92848427E+00,+4.89084477E+00,+101.93160E-03
-92.14625E-03,+2.89938747E+00,+4.92940010E+00,+4.89084477E+00,+101.93160E-03
-92.12021E-03,+2.90085481E+00,+4.92972673E+00,+4.89121161E+00,+102.75698E-03
-92.09417E-03,+2.90272541E+00,+4.92899306E+00,+4.89147291E+00,+103.71175E-03
-92.06812E-03,+2.90395531E+00,+4.92874558E+00,+4.89147291E+00,+103.60623E-03
-92.04208E-03,+2.90569651E+00,+4.92940010E+00,+4.89239000E+00,+102.97809E-03
-92.01604E-03,+2.90679450E+00,+4.92935990E+00,+4.89230960E+00,+102.44165E-03
-91.99000E-03,+2.90820908E+00,+4.92900688E+00,+4.89178698E+00,+102.24567E-03
-91.96396E-03,+2.90930707E+00,+4.92903327E+00,+4.89178698E+00,+102.24567E-03
-91.93792E-03,+2.91053822E+00,+4.92909859E+00,+4.89261236E+00,+102.24567E-03
-91.91187E-03,+2.91168898E+00,+4.92946543E+00,+4.89255834E+00,+102.24567E-03
-91.88583E-03,+2.91332591E+00,+4.92935990E+00,+4.89173422E+00,+102.24567E-03
-91.85979E-03,+2.91513119E+00,+4.92946543E+00,+4.89229829E+00,+102.24567E-03
-91.83375E-03,+2.91626938E+00,+4.92972673E+00,+4.89206085E+00,+102.24567E-03
-91.80771E-03,+2.91684476E+00,+4.92972673E+00,+4.89147291E+00,+102.24567E-03
-91.78167E-03,+2.91835104E+00,+4.92972673E+00,+4.89220658E+00,+102.24567E-03
-91.75562E-03,+2.92043144E+00,+4.92972673E+00,+4.89227065E+00,+102.24567E-03
-91.72958E-03,+2.92158219E+00,+4.92972673E+00,+4.89249427E+00,+102.24567E-03
-91.70354E-03,+2.92276058E+00,+4.92972673E+00,+4.89288623E+00,+102.24567E-03
-91.67750E-03,+2.92405581E+00,+4.93009357E+00,+4.89297794E+00,+102.24567E-03
-91.65146E-03,+2.92524677E+00,+4.92962120E+00,+4.89313497E+00,+102.24567E-03
-91.62542E-03,+2.92641134E+00,+4.92873176E+00,+4.89320030E+00,+102.24567E-03
-91.59937E-03,+2.92769400E+00,+4.92847045E+00,+4.89310859E+00,+102.24567E-03
-91.57333E-03,+2.92892390E+00,+4.92920412E+00,+4.89304327E+00,+102.24567E-03
-91.54729E-03,+2.93057340E+00,+4.92972673E+00,+4.89230960E+00,+102.24567E-03
-91.52125E-03,+2.93160606E+00,+4.92972673E+00,+4.89178698E+00,+102.15396E-03
-91.49521E-03,+2.93265380E+00,+4.92972673E+00,+4.89160357E+00,+102.18035E-03
-91.46917E-03,+2.93385732E+00,+4.92972673E+00,+4.89165633E+00,+102.24567E-03
-91.44312E-03,+2.93479953E+00,+4.92963502E+00,+4.89252065E+00,+102.24567E-03
-91.41708E-03,+2.93629199E+00,+4.92956970E+00,+4.89285985E+00,+102.24567E-03
-91.39104E-03,+2.93744275E+00,+4.92956970E+00,+4.89282090E+00,+102.61251E-03
-91.36500E-03,+2.93862114E+00,+4.92956970E+00,+4.89306965E+00,+102.41527E-03
-91.33896E-03,+2.93982465E+00,+4.92966141E+00,+4.89228321E+00,+102.08864E-03
-91.31292E-03,+2.94131712E+00,+4.92945161E+00,+4.89236362E+00,+102.18035E-03
-91.28687E-03,+2.94329325E+00,+4.92953075E+00,+4.89279452E+00,+102.24567E-03
-91.26083E-03,+2.94423420E+00,+4.92972673E+00,+4.89282090E+00,+102.24567E-03
-91.23479E-03,+2.94576687E+00,+4.92963502E+00,+4.89215256E+00,+102.24567E-03
-91.20875E-03,+2.94699551E+00,+4.92956970E+00,+4.89172166E+00,+102.24567E-03
-91.18271E-03,+2.94831837E+00,+4.92956970E+00,+4.89160357E+00,+102.15396E-03
-91.15667E-03,+2.94944274E+00,+4.92956970E+00,+4.89147291E+00,+102.18035E-03
-91.13062E-03,+2.95083094E+00,+4.92966141E+00,+4.89165633E+00,+102.24567E-03
-91.10458E-03,+2.95268898E+00,+4.92972673E+00,+4.89169528E+00,+102.24567E-03
-91.07854E-03,+2.95386611E+00,+4.92981844E+00,+4.89144653E+00,+102.24567E-03
-91.05250E-03,+2.95483470E+00,+4.92979206E+00,+4.89140759E+00,+102.24567E-03
-91.02646E-03,+2.95620908E+00,+4.92981844E+00,+4.89147291E+00,+102.15396E-03
-91.00042E-03,+2.95704576E+00,+4.92979206E+00,+4.89147291E+00,+102.08864E-03
-90.97437E-03,+2.95827692E+00,+4.92972673E+00,+4.89147291E+00,+102.08864E-03
-90.94833E-03,+2.96016134E+00,+4.92972673E+00,+4.89147291E+00,+102.08864E-03
-90.92229E-03,+2.96158722E+00,+4.92972673E+00,+4.89147291E+00,+102.91402E-03
-90.89625E-03,+2.96286988E+00,+4.92963502E+00,+4.89147291E+00,+102.76829E-03
-90.87021E-03,+2.96400807E+00,+4.92966141E+00,+4.89147291E+00,+102.24567E-03
-90.84417E-03,+2.96458345E+00,+4.92963502E+00,+4.89220658E+00,+102.24567E-03
