x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-25.000000E-03,-586.840446E-03,+5.016488640E+00,+138.662059E-03,+254.239947E-03
-24.993490E-03,-596.262557E-03,+5.016174569E+00,+138.033918E-03,+253.925877E-03
-24.986979E-03,-605.056527E-03,+5.016802710E+00,+138.662059E-03,+254.239947E-03
-24.980469E-03,-616.363059E-03,+5.016174569E+00,+139.290200E-03,+255.182158E-03
-24.973958E-03,-625.785170E-03,+5.017744921E+00,+139.290200E-03,+254.239947E-03
-24.967448E-03,-635.835421E-03,+5.016174569E+00,+139.290200E-03,+254.239947E-03
-24.960938E-03,-644.943461E-03,+5.016802710E+00,+139.918340E-03,+254.239947E-03
-24.954427E-03,-655.307783E-03,+5.016802710E+00,+139.918340E-03,+254.868088E-03
-24.947917E-03,-664.729894E-03,+5.016174569E+00,+140.546481E-03,+255.182158E-03
-24.941406E-03,-673.523863E-03,+5.016488640E+00,+141.802762E-03,+255.810299E-03
-24.934896E-03,-682.317833E-03,+5.016802710E+00,+141.174622E-03,+255.810299E-03
-24.928385E-03,-691.111803E-03,+5.016174569E+00,+140.860551E-03,+255.496228E-03
-24.921875E-03,-700.533914E-03,+5.016488640E+00,+142.116833E-03,+255.810299E-03
-24.915365E-03,-709.641954E-03,+5.016488640E+00,+141.802762E-03,+254.868088E-03
-24.908854E-03,-718.749995E-03,+5.015860499E+00,+141.802762E-03,+255.182158E-03
-24.902344E-03,-728.800245E-03,+5.015860499E+00,+141.802763E-03,+255.182158E-03
-24.895833E-03,-736.652004E-03,+5.015546429E+00,+142.744973E-03,+255.496228E-03
-24.889323E-03,-745.760045E-03,+5.016174569E+00,+142.116833E-03,+255.810299E-03
-24.882813E-03,-754.868085E-03,+5.015232359E+00,+142.430903E-03,+255.496229E-03
-24.876302E-03,-764.290196E-03,+5.015860499E+00,+142.744973E-03,+255.810299E-03
-24.869792E-03,-773.712306E-03,+5.016174569E+00,+142.116833E-03,+256.438439E-03
-24.863281E-03,-783.448488E-03,+5.015860499E+00,+143.059044E-03,+255.810299E-03
-24.856771E-03,-794.440949E-03,+5.016174570E+00,+142.744974E-03,+256.124369E-03
-24.850260E-03,-803.548990E-03,+5.016488640E+00,+143.373114E-03,+257.066580E-03
-24.843750E-03,-813.285171E-03,+5.016174569E+00,+143.373114E-03,+256.752510E-03
-24.837240E-03,-824.277634E-03,+5.015860499E+00,+142.430903E-03,+257.380651E-03
-24.830729E-03,-834.956025E-03,+5.015860499E+00,+143.687185E-03,+258.008791E-03
-24.824219E-03,-844.692206E-03,+5.015546429E+00,+144.315325E-03,+257.380650E-03
-24.817708E-03,-854.742458E-03,+5.015546429E+00,+144.315325E-03,+257.066580E-03
-24.811198E-03,-865.106779E-03,+5.015546429E+00,+144.001255E-03,+256.438439E-03
-24.804688E-03,-875.157030E-03,+5.015232359E+00,+144.315325E-03,+256.124369E-03
-24.798177E-03,-884.579140E-03,+5.015860499E+00,+144.943465E-03,+256.124370E-03
-24.791667E-03,-892.744970E-03,+5.015232359E+00,+144.315325E-03,+257.380651E-03
-24.785156E-03,-902.795221E-03,+5.015860499E+00,+144.315325E-03,+257.380651E-03
-24.778646E-03,-911.275120E-03,+5.015546429E+00,+144.629396E-03,+257.694721E-03
-24.772135E-03,-919.755021E-03,+5.015232358E+00,+144.943466E-03,+257.380651E-03
-24.765625E-03,-929.805271E-03,+5.014918288E+00,+145.257536E-03,+257.694721E-03
-24.759115E-03,-938.599241E-03,+5.015546429E+00,+144.315326E-03,+258.322862E-03
-24.752604E-03,-946.765072E-03,+5.015546428E+00,+145.571607E-03,+258.636932E-03
-24.746094E-03,-957.129391E-03,+5.014918288E+00,+145.885676E-03,+258.636932E-03
-24.739583E-03,-964.667080E-03,+5.015546428E+00,+145.257537E-03,+258.951002E-03
-24.733073E-03,-972.204770E-03,+5.014918288E+00,+146.513817E-03,+258.951001E-03
-24.726563E-03,-981.940950E-03,+5.014918288E+00,+145.257537E-03,+257.694721E-03
-24.720052E-03,-990.734921E-03,+5.014604218E+00,+146.199747E-03,+258.636932E-03
-24.713542E-03,-1.001099242E+00,+5.014604218E+00,+145.571607E-03,+258.951002E-03
-24.707031E-03,-1.010207282E+00,+5.014604219E+00,+145.885677E-03,+258.636932E-03
-24.700521E-03,-1.018687182E+00,+5.015860499E+00,+146.199747E-03,+258.951003E-03
-24.694010E-03,-1.028423363E+00,+5.015232358E+00,+146.513818E-03,+259.579142E-03
-24.687500E-03,-1.037845472E+00,+5.014918288E+00,+146.513818E-03,+258.951003E-03
-24.680990E-03,-1.045383161E+00,+5.014918288E+00,+146.513818E-03,+259.579143E-03
-24.674479E-03,-1.053863060E+00,+5.014604007E+00,+146.513818E-03,+259.265072E-03
-24.667969E-03,-1.061714819E+00,+4.751725669E+00,+147.141958E-03,+258.636927E-03
-24.661458E-03,-1.069566578E+00,+2.708698292E+00,+146.827889E-03,+252.983668E-03
-24.654948E-03,-1.077418337E+00,+992.618552E-03,+148.398240E-03,+255.810302E-03
