x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-250.00000E-03,-1.69896355E+00,+162.53141E-03,+86.21231E-03,+190.16960E-03
-249.93490E-03,-1.71184043E+00,+162.84548E-03,+87.78266E-03,+189.85553E-03
-249.86979E-03,-1.72314697E+00,+162.21733E-03,+88.09673E-03,+190.16960E-03
-249.80469E-03,-1.73633792E+00,+162.84548E-03,+87.15452E-03,+190.16960E-03
-249.73958E-03,-1.74921481E+00,+163.15955E-03,+87.46859E-03,+189.85553E-03
-249.67448E-03,-1.76114948E+00,+163.47362E-03,+88.09673E-03,+189.85553E-03
-249.60938E-03,-1.77308415E+00,+164.10176E-03,+88.09673E-03,+190.16960E-03
-249.54427E-03,-1.78533290E+00,+163.78769E-03,+88.09673E-03,+189.22738E-03
-249.47917E-03,-1.79726757E+00,+163.47362E-03,+87.78266E-03,+190.16960E-03
-249.41406E-03,-1.80920224E+00,+164.41583E-03,+88.09673E-03,+189.85553E-03
-249.34896E-03,-1.82019470E+00,+164.10176E-03,+87.46859E-03,+189.85553E-03
-249.28385E-03,-1.83181531E+00,+163.78769E-03,+87.46859E-03,+189.85553E-03
-249.21875E-03,-1.84343591E+00,+164.10176E-03,+87.46859E-03,+190.48367E-03
-249.15365E-03,-1.85474244E+00,+164.41583E-03,+87.78266E-03,+190.79774E-03
-249.08854E-03,-1.86542083E+00,+164.10176E-03,+87.78266E-03,+189.85553E-03
-249.02344E-03,-1.87704144E+00,+164.41583E-03,+87.46859E-03,+190.16960E-03
-248.95833E-03,-1.88677762E+00,+164.10176E-03,+87.78266E-03,+190.48367E-03
-248.89323E-03,-1.89777008E+00,+164.41583E-03,+88.09673E-03,+190.16960E-03
-248.82813E-03,-1.90750626E+00,+164.41583E-03,+88.41080E-03,+190.48367E-03
-248.76302E-03,-1.91567209E+00,+164.10176E-03,+88.41080E-03,+191.11181E-03
-248.69792E-03,-1.92383792E+00,+164.10176E-03,+88.72487E-03,+190.79774E-03
-248.63281E-03,-1.93326003E+00,+164.72990E-03,+88.72487E-03,+191.42588E-03
-248.56771E-03,-1.94299621E+00,+164.41583E-03,+88.41080E-03,+191.11181E-03
-248.50260E-03,-1.95210425E+00,+165.04397E-03,+88.72487E-03,+191.11181E-03
-248.43750E-03,-1.96215450E+00,+165.35804E-03,+88.41080E-03,+190.79774E-03
-248.37240E-03,-1.97189068E+00,+165.04397E-03,+88.41080E-03,+190.79774E-03
-248.30729E-03,-1.98382536E+00,+164.41583E-03,+88.72487E-03,+191.11181E-03
-248.24219E-03,-1.99418968E+00,+164.72990E-03,+88.41080E-03,+190.79774E-03
-248.17708E-03,-2.00455400E+00,+164.72990E-03,+88.72487E-03,+190.79774E-03
-248.11198E-03,-2.01460425E+00,+165.04397E-03,+88.72487E-03,+191.11181E-03
-248.04688E-03,-2.02434043E+00,+165.04397E-03,+89.03894E-03,+191.11181E-03
-247.98177E-03,-2.03407661E+00,+164.72990E-03,+88.72487E-03,+191.11181E-03
-247.91667E-03,-2.04287058E+00,+165.35804E-03,+88.72487E-03,+190.79774E-03
-247.85156E-03,-2.05386304E+00,+165.04397E-03,+88.41080E-03,+190.48367E-03
-247.78646E-03,-2.06265701E+00,+164.72990E-03,+88.41080E-03,+190.16960E-03
-247.72135E-03,-2.07302134E+00,+165.67211E-03,+88.41080E-03,+191.11181E-03
-247.65625E-03,-2.08244345E+00,+165.67211E-03,+88.41080E-03,+190.48367E-03
-247.59115E-03,-2.09155149E+00,+165.35804E-03,+88.72487E-03,+190.48367E-03
-247.52604E-03,-2.10034546E+00,+165.35804E-03,+88.72487E-03,+192.05402E-03
-247.46094E-03,-2.10945350E+00,+165.35804E-03,+89.03894E-03,+191.42588E-03
-247.39583E-03,-2.11824747E+00,+164.72990E-03,+88.41080E-03,+191.73995E-03
-247.33073E-03,-2.12735551E+00,+165.67211E-03,+88.72487E-03,+191.73995E-03
-247.26563E-03,-2.13583540E+00,+164.72990E-03,+89.03894E-03,+191.42588E-03
-247.20052E-03,-2.14525752E+00,+164.41583E-03,+88.09673E-03,+191.42588E-03
-247.13542E-03,-2.15216706E+00,+164.41583E-03,+88.72487E-03,+191.73995E-03
-247.07031E-03,-2.15970475E+00,+164.41583E-03,+88.72487E-03,+191.73995E-03
-247.00521E-03,-2.16692837E+00,+164.72990E-03,+88.09673E-03,+191.11181E-03
