x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-500.0000E-03,-498.5867E-03,+5.0114635E+00,+186.7148E-03,+300.7224E-03
-499.8698E-03,-508.3229E-03,+5.0111494E+00,+187.0289E-03,+300.4083E-03
-499.7396E-03,-515.8605E-03,+5.0117776E+00,+186.7148E-03,+300.7224E-03
-499.6094E-03,-525.2827E-03,+5.0120917E+00,+187.0289E-03,+301.3505E-03
-499.4792E-03,-534.3907E-03,+5.0117776E+00,+187.0289E-03,+301.0364E-03
-499.3490E-03,-543.8128E-03,+5.0124057E+00,+187.0289E-03,+301.3505E-03
-499.2188E-03,-552.6068E-03,+5.0108354E+00,+187.0289E-03,+301.3505E-03
-499.0885E-03,-562.0289E-03,+5.0108354E+00,+186.7148E-03,+302.2927E-03
-498.9583E-03,-573.0214E-03,+5.0114635E+00,+186.7148E-03,+301.9786E-03
-498.8281E-03,-581.8153E-03,+5.0111494E+00,+187.3430E-03,+301.3505E-03
-498.6979E-03,-592.1796E-03,+5.0114635E+00,+186.7148E-03,+301.0364E-03
-498.5677E-03,-602.2299E-03,+5.0114635E+00,+186.7148E-03,+301.0364E-03
-498.4375E-03,-611.3379E-03,+5.0114635E+00,+187.0289E-03,+301.3505E-03
-498.3073E-03,-620.7600E-03,+5.0105213E+00,+186.4008E-03,+301.3505E-03
-498.1771E-03,-631.1244E-03,+5.0114635E+00,+186.0867E-03,+300.7224E-03
-498.0469E-03,-640.5465E-03,+5.0111494E+00,+185.7726E-03,+300.7224E-03
-497.9167E-03,-650.2827E-03,+5.0114635E+00,+186.7148E-03,+300.0942E-03
-497.7865E-03,-660.0188E-03,+5.0114635E+00,+186.7148E-03,+300.4083E-03
-497.6563E-03,-669.7550E-03,+5.0114635E+00,+186.4008E-03,+301.0364E-03
-497.5260E-03,-678.8631E-03,+5.0114635E+00,+186.0867E-03,+299.7801E-03
-497.3958E-03,-688.5992E-03,+5.0111494E+00,+186.0867E-03,+300.0942E-03
-497.2656E-03,-697.3932E-03,+5.0108354E+00,+185.4585E-03,+299.7801E-03
-497.1354E-03,-706.1872E-03,+5.0117776E+00,+185.4585E-03,+299.4661E-03
-497.0052E-03,-714.9811E-03,+5.0111494E+00,+185.7726E-03,+299.1520E-03
-496.8750E-03,-724.0892E-03,+5.0108354E+00,+186.0867E-03,+299.4661E-03
-496.7448E-03,-733.5113E-03,+5.0108354E+00,+186.0867E-03,+300.0942E-03
-496.6146E-03,-742.9334E-03,+5.0114635E+00,+185.7726E-03,+299.4661E-03
-496.4844E-03,-751.4133E-03,+5.0108354E+00,+185.7726E-03,+299.1520E-03
-496.3542E-03,-761.1495E-03,+5.0111494E+00,+185.4585E-03,+299.4661E-03
-496.2240E-03,-770.8857E-03,+5.0108354E+00,+185.4585E-03,+299.4661E-03
-496.0938E-03,-780.6219E-03,+5.0111494E+00,+185.1445E-03,+299.4661E-03
-495.9635E-03,-790.0440E-03,+5.0111494E+00,+184.8304E-03,+299.1520E-03
-495.8333E-03,-801.0364E-03,+5.0117776E+00,+184.5163E-03,+299.1520E-03
